"","iso3c","year","cancer","reproductive","religion","business","marriage","arts","migration","rape","war","literature","personal","rights","politics","sports","fashion","n.words","n"
"459","FRA",2013,0.0369735138581651,0.0119198943517345,0.00840382538636104,0.0346270633548855,0.0330282322775464,0.0966861498335804,0.0560023949391198,0.053093607422483,0.063950920923903,0.150465497847131,0.080467447710141,0.118806769512575,0.0954490445059956,0.10813688000365,0.0519887580727295,1717,7
"460","FRA",2014,0.00457163454897294,0.0133641192783801,0.0195561563558743,0.0350430899138484,0.0364335073248754,0.112651638198421,0.0127013257662956,0.0344010126472671,0.0271390559675612,0.14207561786159,0.106150914207567,0.119326754417572,0.0532987819889885,0.00588191168651438,0.277404479836271,2245,10
"461","GBR",1980,0.0018865738195501,0.00577440244016037,0.00669135198349252,0.0674650565338495,0.0823972614707862,0.100164901621147,0.0632259273627796,0.00404775198306196,0.00657804838479208,0.340030049222651,0.0893752141917143,0.0894937029528269,0.0881289775161103,0.0457210761716445,0.00901970434543351,2403,6
"462","GBR",1981,0.0739902454182688,0.00882541065720083,0.133257434002265,0.110883143173977,0.0205139160415159,0.0125336055301761,0.0368786824126956,0.141150188766357,0.0264345454488397,0.069086592920767,0.0901465831732771,0.145591677264122,0.0811377972244259,0.0233409929900216,0.0262291849760908,3424,11
"463","GBR",1982,0.00472280201260081,0.0126397082460323,0.0202411798506097,0.0147679366872076,0.0818676763296314,0.0933904331670527,0.00544547843552375,0.21373920027236,0.00743478913247636,0.0340686383817469,0.124600557117514,0.0911709412967092,0.0287433817259671,0.0554137989215712,0.211753478422997,1079,5
"464","GBR",1983,0.109848966745003,0.0100810489837509,0.0148343805332929,0.0509662062362073,0.0491356825897884,0.0550395139016305,0.00511751519935886,0.00521696773513002,0.0458945425610921,0.153979860450594,0.188045153057855,0.109995507253531,0.111530118533262,0.0507425455997886,0.0395719906197157,2521,6
"465","GBR",1984,0.00526519747682916,0.00776452836056036,0.0409346167782636,0.096968038772582,0.0655827903433614,0.0510850385287599,0.0113467992358974,0.0250814518536096,0.0062695028444143,0.207811681582232,0.11077306232834,0.122527273895631,0.046773648304912,0.00594013679045399,0.195876232904153,2417,7
"466","GBR",1985,0.00777308419965263,0.00426751866249466,0.00368105965853823,0.259448475162228,0.08414493787664,0.141088744331297,0.035052501814145,0.00662372162303337,0.00633988150199697,0.123785442063521,0.168589173631723,0.0561115428912485,0.0204079593107936,0.0246329316890023,0.0580530255836856,2505,7
"467","GBR",1986,0.0644900030349857,0.0111860469193539,0.004181166858945,0.0254995328004967,0.0478210145756828,0.0165244918206206,0.00308543046364389,0.0139377369935589,0.00524684547940397,0.354104072432821,0.0981256050106508,0.111538467818615,0.0392681013524775,0.198238105812702,0.00675337862604278,1380,5
"468","GBR",1987,0.00252528337633605,0.00482959474001456,0.00565677122938213,0.136460482387819,0.104956146748543,0.0648259827291849,0.00637502706914747,0.00112225843249456,0.00214736973228126,0.215411700948434,0.153304599198096,0.0588773707952656,0.0758214366962816,0.0594817666380454,0.108204209278675,2965,8
